No.,Sec.,ALL-L,ALL-R,25-L,25-R,31.5-L,31.5-R,40-L,40-R,50-L,50-R,63-L,63-R,80-L,80-R,100-L,100-R,125-L,125-R,160-L,160-R,200-L,200-R,250-L,250-R,315-L,315-R,400-L,400-R,500-L,500-R,630-L,630-R,800-L,800-R,1k-L,1k-R,1.25k-L,1.25k-R,1.6k-L,1.6k-R,2k-L,2k-R,2.5k-L,2.5k-R,3.15k-L,3.15k-R,4k-L,4k-R,5k-L,5k-R,6.3k-L,6.3k-R,8k-L,8k-R,10k-L,10k-R,12.5k-L,12.5k-R,16k-L,16k-R,20k-L,20k-R,25k-L,25k-R
11,756,44.96,44.02,-2.76,0.38,13.65,15.53,20.30,21.45,26.95,27.36,25.21,26.70,15.70,19.56,22.81,21.68,16.72,18.73,18.46,20.39,21.96,25.99,23.18,23.63,24.10,27.27,23.25,21.24,24.37,22.54,24.62,24.82,27.65,26.54,29.06,28.30,28.24,27.51,30.13,28.94,31.62,29.82,31.97,30.54,32.96,32.25,35.40,34.31,34.77,33.83,34.27,33.16,34.45,32.93,34.22,33.23,33.78,32.21,32.74,31.16,31.38,30.21,29.46,28.93
12,757,44.79,43.78,-4.52,-2.11,13.30,14.07,19.86,20.40,26.43,26.73,22.39,22.86,11.88,16.68,22.70,20.84,15.84,15.79,17.89,18.58,21.33,24.85,22.38,21.71,23.54,26.31,22.30,21.79,23.75,23.50,24.58,25.29,27.38,25.89,29.67,28.12,28.40,28.69,29.90,29.29,31.48,29.87,32.15,30.31,32.95,31.64,34.48,33.36,34.47,33.64,34.59,33.04,34.57,33.28,33.99,33.06,33.78,32.44,32.65,31.36,31.43,30.35,29.31,29.10
13,758,46.52,46.82,-2.88,-0.78,14.45,15.80,20.49,21.70,26.53,27.59,21.87,22.75,12.38,16.03,23.18,18.10,16.59,16.23,17.62,19.67,21.20,26.10,22.45,22.18,23.22,26.95,23.92,21.71,23.29,23.18,24.57,24.62,27.70,26.52,27.89,27.24,29.30,27.96,30.01,28.56,31.05,30.10,31.88,30.12,32.90,31.57,42.18,44.13,35.16,34.58,35.03,32.87,34.83,33.44,34.29,33.03,33.71,32.15,32.75,31.27,31.59,30.36,29.61,28.77
14,759,44.79,43.74,-1.70,-0.57,12.39,13.37,18.96,19.77,25.53,26.18,21.87,22.27,12.38,13.88,23.23,18.99,15.93,16.37,18.50,20.12,20.70,24.60,22.88,23.25,22.21,26.34,21.53,21.48,23.98,22.09,24.98,24.51,27.41,25.92,28.52,27.78,28.64,27.78,30.01,28.81,30.99,29.43,31.84,30.95,32.88,31.98,34.82,33.80,34.83,33.58,34.49,33.05,34.68,33.15,34.18,32.89,33.76,32.36,32.59,31.47,31.53,30.26,29.25,29.16
15,760,44.80,43.70,-3.83,-1.53,14.10,14.77,20.60,21.12,27.11,27.47,22.93,23.18,11.08,13.94,22.50,19.48,14.17,15.74,17.49,19.48,21.28,25.50,23.02,21.92,22.31,25.59,22.57,21.50,24.11,21.81,25.61,25.39,26.76,26.29,28.71,27.23,28.24,27.66,29.90,28.63,31.01,29.96,32.05,30.13,33.25,31.86,34.42,33.29,34.52,33.32,34.50,33.26,34.50,33.37,34.09,32.87,33.91,32.53,32.85,31.33,31.61,30.11,29.42,28.99
16,761,44.85,43.79,-2.56,-1.61,14.56,14.62,21.21,21.23,27.86,27.84,23.63,23.56,11.13,12.73,22.09,19.75,14.47,14.10,18.62,19.46,21.16,24.83,21.89,20.92,23.25,26.59,23.11,21.31,22.93,22.73,25.28,24.83,26.68,25.83,29.03,27.76,28.57,27.67,29.99,28.24,30.87,30.17,31.74,30.31,33.14,32.04,34.88,33.55,34.87,33.95,34.56,33.25,34.64,33.30,34.24,32.98,33.50,32.19,32.47,31.31,31.56,30.06,29.61,29.06
17,762,44.88,43.90,-4.19,-2.36,15.19,15.53,21.85,22.17,28.51,28.82,24.17,24.47,11.91,13.45,22.28,18.53,16.26,15.43,16.00,18.95,20.45,25.73,22.26,22.95,24.87,27.55,22.43,20.49,22.65,23.40,24.98,24.53,26.68,27.06,28.77,28.12,29.24,27.47,30.06,29.37,30.70,29.83,32.21,30.88,32.83,31.99,34.56,33.56,34.61,33.61,34.55,33.09,34.84,33.19,34.34,33.14,33.89,32.26,32.60,31.23,31.38,30.08,29.51,28.94
18,763,46.01,45.93,-4.53,-3.28,14.74,15.01,21.36,21.51,27.98,28.00,23.57,23.77,9.58,12.53,22.63,19.26,14.27,14.07,15.38,17.28,21.85,24.77,23.16,23.77,24.41,26.95,22.67,21.77,23.62,22.90,25.13,23.84,26.41,25.66,28.19,27.58,28.99,27.99,29.93,28.74,30.82,29.25,31.74,31.01,32.42,32.23,40.72,42.30,35.10,33.94,34.69,32.83,34.84,33.54,34.34,33.11,33.95,32.39,32.83,31.50,31.58,30.19,29.50,29.00
19,764,44.85,43.80,-3.10,-1.75,16.17,16.33,22.76,22.94,29.35,29.55,25.12,25.50,12.51,13.32,22.75,19.62,15.19,14.47,15.91,18.89,19.75,23.52,21.53,22.93,24.54,26.54,22.36,20.76,23.22,20.92,24.30,24.04,26.43,26.14,28.54,26.67,28.14,27.29,29.56,29.14,30.85,29.64,32.18,30.67,32.81,31.77,34.67,33.72,34.86,33.52,34.51,33.08,34.57,33.28,34.24,33.03,33.63,32.31,32.79,31.27,31.39,30.05,29.44,28.85
20,765,44.79,43.81,-2.70,0.43,14.77,15.58,21.44,22.03,28.11,28.48,24.02,24.25,13.04,14.29,23.26,19.20,15.26,13.24,16.26,17.82,21.34,25.48,22.33,23.08,24.91,27.06,23.30,22.38,22.76,21.54,24.00,25.26,27.14,25.63,27.76,26.77,29.35,26.72,29.53,28.89,31.17,29.94,31.92,30.49,33.05,31.94,34.68,33.94,34.35,33.25,34.46,33.23,34.41,33.12,34.21,33.24,33.72,32.32,32.70,31.44,31.42,30.16,29.55,28.93
21,766,44.80,43.75,-2.79,-1.07,13.69,14.53,20.14,20.74,26.59,26.95,22.72,22.46,12.49,14.36,22.90,19.94,15.29,14.78,16.49,16.97,21.36,24.81,23.86,23.16,23.71,26.68,21.41,21.52,23.12,23.14,24.61,24.07,27.89,26.32,27.74,27.40,29.02,27.34,30.24,28.84,30.61,29.58,32.21,30.36,32.83,31.92,34.80,33.44,34.63,34.03,34.45,33.21,34.71,33.42,34.03,33.06,33.72,32.20,32.69,31.19,31.60,30.09,29.43,29.03
22,767,44.83,43.67,-3.24,-0.87,12.40,13.05,19.10,19.53,25.81,26.01,22.04,22.20,11.54,11.93,23.45,17.49,15.91,13.17,16.68,16.39,19.38,24.68,21.16,22.17,24.60,26.31,23.06,21.88,24.11,22.15,25.05,24.74,27.28,26.70,28.47,27.55,28.21,27.63,29.95,29.21,31.25,30.03,31.80,30.26,32.72,32.03,34.64,33.50,35.02,33.56,34.74,32.90,34.72,33.26,34.14,32.92,33.73,32.31,32.78,31.23,31.45,30.23,29.35,29.03
23,768,45.28,44.82,-0.25,0.92,11.95,12.50,18.71,19.20,25.48,25.90,21.34,21.61,9.32,12.01,23.94,17.81,16.49,14.42,17.12,17.72,21.16,24.50,20.44,21.96,23.45,25.80,22.85,19.82,23.59,22.73,24.76,24.40,26.31,26.19,28.27,26.76,28.85,27.67,29.41,28.55,30.98,29.62,31.64,30.96,32.59,31.61,38.61,39.82,34.84,33.59,34.37,33.26,34.60,33.24,34.11,32.81,33.73,32.31,32.48,31.23,31.45,30.19,29.27,29.13
24,769,44.84,43.76,-3.50,-1.71,12.17,14.23,18.80,20.48,25.43,26.74,21.04,21.91,10.65,14.15,23.82,18.11,14.22,15.59,15.82,18.35,21.30,25.27,23.03,22.50,24.44,26.13,22.97,21.94,23.62,22.72,25.29,23.15,26.78,25.80,28.17,26.90,28.85,27.95,29.58,28.26,31.27,29.83,32.10,30.74,32.91,31.73,35.07,34.50,34.51,33.71,34.60,33.12,34.64,32.89,34.20,32.93,33.89,32.45,32.75,31.39,31.49,30.19,29.45,29.56
25,770,44.83,43.83,-3.00,-1.39,12.32,13.64,19.04,20.02,25.75,26.39,21.71,22.41,12.13,10.86,23.54,17.89,15.24,15.96,17.70,20.62,21.60,26.41,22.16,22.27,23.20,26.79,23.22,21.19,24.12,23.78,24.60,25.34,27.43,27.10,28.02,26.78,29.14,27.82,29.78,28.22,31.17,30.33,32.14,31.49,32.91,32.55,34.57,33.51,34.65,33.62,34.81,32.90,34.73,33.14,34.08,32.92,33.88,32.41,32.76,31.40,31.47,29.98,29.26,28.93
26,771,44.73,43.69,-1.81,-0.75,11.81,12.35,18.11,18.70,24.41,25.04,20.15,20.73,12.59,13.72,22.83,19.83,16.16,14.97,18.15,18.44,21.48,25.90,22.18,21.80,23.64,27.35,22.41,20.95,23.73,22.69,25.28,23.30,27.12,25.90,28.07,27.10,29.09,27.82,29.60,28.45,31.33,29.68,31.87,30.52,32.85,32.19,34.60,33.95,34.76,33.28,34.27,32.93,34.77,33.29,34.05,33.20,33.62,32.29,32.83,31.25,31.38,30.26,29.30,29.24
27,772,45.70,45.16,-2.15,-1.93,12.68,13.92,18.68,19.78,24.68,25.64,20.30,20.99,13.20,13.25,23.37,18.22,16.06,15.62,17.26,17.66,21.16,24.16,22.30,22.78,23.76,25.98,22.70,19.96,24.14,22.96,25.23,24.69,27.13,25.95,28.34,26.90,28.82,28.22,29.86,29.03,30.74,29.95,32.01,30.62,33.07,32.40,38.91,39.65,35.96,36.16,34.95,33.23,35.44,33.91,34.57,33.31,33.85,32.38,32.92,31.14,31.61,30.13,29.44,29.09
28,773,45.38,44.81,-2.05,0.47,12.56,13.83,19.06,20.07,25.56,26.30,21.57,22.35,11.02,13.74,23.01,19.05,17.06,16.58,18.83,20.21,20.93,25.16,23.02,22.95,23.73,27.16,22.18,21.25,24.75,23.06,25.62,24.22,25.81,26.20,28.20,27.34,29.41,27.13,30.54,28.92,30.65,29.44,31.48,30.99,33.13,32.19,37.67,38.46,36.04,35.77,34.79,33.42,34.96,33.57,34.18,33.06,33.70,32.26,32.71,31.37,31.53,29.95,29.45,28.96
29,774,44.79,43.73,-0.35,1.11,13.16,13.89,19.62,20.19,26.08,26.50,21.76,22.06,9.19,12.89,22.30,19.56,14.41,13.68,15.93,17.84,20.97,25.86,22.79,20.87,23.94,27.14,22.57,21.49,23.20,21.88,25.19,24.97,27.11,25.63,27.88,26.06,28.61,27.56,29.40,28.60,30.86,29.23,31.80,30.15,33.05,32.04,34.64,34.05,34.82,33.90,34.54,33.21,34.67,33.11,34.28,32.99,33.92,32.41,32.76,31.25,31.50,30.23,29.67,29.14
30,775,44.88,43.70,-1.55,0.08,13.65,15.30,20.11,21.44,26.57,27.58,21.96,22.73,11.48,12.65,23.27,17.08,15.46,15.25,17.32,18.63,22.49,25.19,23.50,23.58,22.38,26.23,21.62,21.82,23.04,23.23,24.82,23.89,27.28,25.83,28.53,26.85,28.41,27.11,30.13,28.50,31.66,29.71,32.21,30.82,33.38,32.50,34.58,33.53,34.85,33.48,34.48,32.95,34.88,32.99,34.03,32.97,33.64,32.33,32.79,31.43,31.47,30.00,29.52,29.14
