No.,Sec.,ALL-L,ALL-R,25-L,25-R,31.5-L,31.5-R,40-L,40-R,50-L,50-R,63-L,63-R,80-L,80-R,100-L,100-R,125-L,125-R,160-L,160-R,200-L,200-R,250-L,250-R,315-L,315-R,400-L,400-R,500-L,500-R,630-L,630-R,800-L,800-R,1k-L,1k-R,1.25k-L,1.25k-R,1.6k-L,1.6k-R,2k-L,2k-R,2.5k-L,2.5k-R,3.15k-L,3.15k-R,4k-L,4k-R,5k-L,5k-R,6.3k-L,6.3k-R,8k-L,8k-R,10k-L,10k-R,12.5k-L,12.5k-R,16k-L,16k-R,20k-L,20k-R,25k-L,25k-R
11,699,44.64,43.73,-3.20,-1.75,12.24,13.53,19.03,19.92,25.81,26.32,21.44,21.84,8.98,11.44,23.08,18.53,16.24,16.10,16.79,19.70,20.50,24.48,21.68,22.34,24.63,27.73,22.29,21.90,22.46,21.97,25.19,25.19,27.38,27.12,28.66,28.36,29.09,28.49,30.05,29.54,30.80,30.11,31.58,30.44,32.40,31.98,34.16,33.24,34.23,33.15,34.42,33.00,34.60,32.91,34.36,33.03,33.53,32.33,32.85,31.36,31.43,30.19,29.45,29.00
12,700,46.38,46.59,-2.42,-1.11,14.16,14.87,20.75,21.21,27.34,27.54,23.00,23.07,10.22,12.87,22.49,19.34,14.17,15.09,16.38,18.81,21.36,23.40,21.47,22.75,24.27,27.06,21.83,22.23,22.93,23.25,24.68,23.37,26.61,24.99,28.19,26.62,28.75,28.09,29.57,28.69,30.67,29.76,31.25,30.61,32.95,31.43,42.10,43.82,35.11,34.16,34.49,32.91,34.69,33.42,34.17,32.97,33.76,32.34,32.74,31.33,31.49,29.92,29.44,28.73
13,701,44.78,43.81,-2.18,0.51,15.37,15.71,21.86,22.09,28.36,28.48,24.05,24.12,12.67,12.19,23.83,16.64,14.70,14.43,16.80,19.07,21.59,26.24,21.32,21.47,22.82,26.65,21.40,20.55,23.64,23.04,24.11,23.31,25.42,24.99,27.97,27.26,29.15,27.57,29.92,28.19,30.86,29.57,32.40,30.99,32.27,32.10,34.64,33.92,34.73,33.63,34.46,33.07,34.58,33.20,34.17,33.19,33.78,32.44,32.67,31.39,31.57,29.93,29.28,28.82
14,702,44.73,43.75,-2.59,-0.42,15.13,15.59,21.67,22.12,28.20,28.64,23.93,24.30,12.11,12.19,21.60,19.80,13.52,13.43,16.12,17.95,21.44,25.40,22.67,22.38,23.74,26.56,23.05,21.80,23.20,22.39,25.19,24.12,26.18,25.39,27.15,27.01,29.29,27.35,29.16,28.30,30.92,29.27,32.28,31.05,32.47,32.08,34.39,33.38,34.49,33.59,34.47,33.21,34.58,33.09,34.09,32.94,33.82,32.53,32.81,31.28,31.54,30.12,29.46,28.94
15,703,44.68,43.75,0.53,2.16,13.17,13.72,19.73,20.08,26.29,26.44,22.16,22.07,12.42,13.14,23.23,17.68,14.98,15.16,17.97,19.07,21.26,24.28,21.64,22.47,22.93,26.00,23.00,20.91,23.77,22.80,24.42,23.86,27.22,26.51,27.78,27.35,28.32,27.62,29.70,28.96,30.94,29.87,32.05,30.93,32.76,31.93,34.33,34.13,34.56,33.49,34.44,32.95,34.50,33.25,34.18,33.00,33.97,32.34,32.49,31.40,31.43,30.18,29.16,29.30
16,704,44.71,43.62,-4.08,-3.19,12.20,12.27,18.68,18.87,25.16,25.47,21.29,21.40,11.41,12.97,23.65,18.87,15.56,16.01,18.16,21.18,20.71,24.88,22.08,23.64,22.78,26.04,23.95,20.18,23.16,22.62,24.80,24.15,26.55,26.24,28.09,27.75,29.13,28.15,30.53,29.25,31.16,29.49,31.77,30.69,32.72,31.99,34.14,32.88,34.40,33.21,34.70,32.99,34.57,33.18,34.20,33.12,33.76,32.54,32.89,30.91,31.37,30.26,29.09,29.45
17,705,45.91,45.70,-5.93,-4.02,11.20,11.63,17.90,18.32,24.59,25.01,20.35,20.85,10.95,10.79,23.93,18.14,16.63,16.99,16.62,19.51,21.42,25.71,21.24,22.17,24.91,26.66,23.83,21.12,21.95,23.09,25.04,24.01,27.11,25.55,27.02,26.49,28.33,27.28,29.91,27.96,31.28,29.68,31.95,30.29,33.06,32.16,40.26,41.78,36.09,35.05,34.60,33.42,34.79,33.46,34.17,33.13,33.67,32.29,32.91,31.43,31.54,30.14,29.41,29.31
18,706,44.90,43.65,-1.13,0.83,12.83,13.58,19.48,20.19,26.13,26.80,21.78,22.30,9.36,10.16,22.81,18.43,16.39,15.50,18.20,20.23,21.37,25.96,21.28,21.89,23.88,26.92,22.47,20.61,23.08,22.46,23.26,23.94,26.59,24.18,27.71,25.79,29.30,27.35,29.93,27.95,31.52,29.48,32.14,30.36,32.98,31.94,35.09,34.16,34.70,33.53,34.60,33.22,34.61,33.03,34.60,33.04,33.89,32.21,32.77,31.24,31.51,30.13,29.52,29.02
19,707,44.78,43.74,-0.29,1.66,14.02,14.65,20.78,21.19,27.54,27.73,23.14,23.47,10.89,12.86,23.30,18.06,15.95,14.57,16.47,18.87,20.37,25.11,21.14,22.93,24.60,27.28,22.83,21.48,23.08,22.41,25.30,25.08,27.08,26.02,27.38,26.73,28.85,27.66,30.22,28.67,31.58,30.26,31.96,31.85,32.96,32.23,34.06,33.04,34.41,33.09,34.45,32.84,34.70,33.26,34.29,32.82,33.78,32.34,32.64,31.31,31.52,30.02,29.92,29.08
20,708,44.90,43.78,-2.80,-0.98,14.62,14.93,21.34,21.57,28.07,28.22,23.76,23.93,11.76,10.51,23.30,18.81,15.45,13.72,15.93,19.43,20.41,23.96,21.54,21.95,23.99,26.82,23.00,20.54,24.00,23.17,25.17,25.01,26.48,26.08,27.37,26.31,29.33,28.58,30.41,28.49,30.78,29.87,31.75,30.46,33.59,31.86,34.62,33.73,34.94,33.72,34.58,33.00,34.59,33.34,34.27,32.94,33.68,32.44,32.81,31.10,31.50,30.18,29.36,29.06
21,709,46.51,45.93,-4.17,-2.52,14.12,14.64,20.71,21.11,27.30,27.59,23.04,23.32,10.38,14.22,22.79,18.71,15.07,14.04,17.06,17.92,21.34,24.18,23.08,22.75,23.86,26.40,21.50,19.95,23.69,22.63,25.19,24.98,26.50,25.83,28.72,27.54,29.43,27.08,29.79,29.16,31.04,30.25,31.97,31.24,32.76,32.69,41.27,41.28,37.36,37.09,35.46,33.69,35.33,34.05,34.50,33.41,33.83,32.47,32.55,31.24,31.47,29.99,29.30,28.79
22,710,45.90,45.51,-3.72,-0.54,12.49,13.02,18.84,19.31,25.18,25.61,20.92,21.16,10.97,11.88,23.12,18.20,14.94,14.80,16.81,17.07,20.67,24.77,23.60,22.34,23.63,26.43,21.68,21.51,23.84,22.69,24.81,24.27,27.61,26.68,27.50,27.50,28.35,27.47,29.78,28.86,31.30,29.50,32.38,30.62,32.84,31.77,39.39,40.36,37.10,37.31,35.28,33.67,34.95,33.68,34.47,33.17,33.72,32.52,32.76,31.34,31.49,29.89,29.32,29.14
23,711,44.70,43.64,-2.21,0.05,12.34,14.21,18.63,20.24,24.91,26.26,20.55,21.66,11.31,14.91,23.24,18.99,14.61,15.63,17.24,19.52,21.39,25.48,22.24,22.54,23.65,27.10,22.34,21.20,23.62,21.80,25.29,23.79,26.11,25.45,27.86,26.55,29.02,27.94,29.84,28.44,30.77,29.57,31.98,30.46,32.63,31.98,34.56,33.57,34.38,33.40,34.58,32.89,34.73,33.39,34.20,32.97,33.78,32.26,32.72,31.31,31.47,30.19,29.82,29.29
24,712,44.73,43.68,-3.56,-1.75,12.68,13.81,19.35,20.35,26.01,26.88,21.75,22.60,11.20,12.33,23.24,18.19,14.24,15.65,17.06,19.11,20.14,25.53,23.51,24.03,24.27,26.79,26.04,23.68,25.33,23.58,23.70,24.66,27.24,27.04,27.68,26.35,28.55,27.35,29.96,28.80,31.30,30.13,32.07,31.11,32.99,31.89,34.20,33.05,34.28,32.98,34.35,33.14,34.53,33.10,34.24,32.93,33.86,32.35,32.60,31.27,31.46,30.14,29.55,29.06
25,713,44.74,43.77,-0.80,1.55,15.38,16.33,21.72,22.45,28.07,28.56,23.70,24.00,10.55,11.49,23.72,18.42,16.16,17.43,17.61,20.03,21.43,24.41,21.39,23.05,22.32,26.41,22.31,20.82,23.63,24.51,23.93,24.44,26.78,25.54,28.21,26.88,28.70,27.40,29.88,28.94,31.31,29.99,32.26,30.37,33.07,31.78,34.36,33.57,34.22,33.54,34.12,33.19,34.43,33.08,34.25,33.05,33.74,32.51,32.80,31.13,31.56,30.20,29.45,29.06
26,714,45.80,45.30,-2.25,-0.09,16.00,17.30,22.51,23.58,29.02,29.87,24.65,25.12,10.92,12.99,23.12,19.15,16.93,15.39,17.62,18.12,20.81,25.49,22.85,22.33,23.16,27.19,21.90,21.14,21.94,22.52,25.37,24.05,26.24,26.13,28.08,27.00,29.00,27.56,29.98,28.72,30.59,30.22,31.91,30.13,33.13,32.28,39.23,39.81,36.32,36.05,34.85,33.16,35.08,33.84,34.42,33.04,33.67,32.21,32.53,31.30,31.51,30.29,29.63,28.92
27,715,45.41,44.74,0.07,1.70,14.70,15.10,21.32,21.74,27.95,28.37,23.72,24.09,8.99,11.06,22.76,18.28,15.87,15.14,17.63,17.82,22.06,26.23,21.88,22.26,24.70,26.98,22.38,21.27,23.61,22.83,24.18,24.83,26.85,25.82,28.16,26.38,28.25,27.51,30.01,28.79,30.70,30.00,32.21,30.88,32.74,32.16,37.59,38.13,36.13,35.66,35.01,33.08,34.81,33.42,34.43,33.14,33.77,32.34,32.54,31.16,31.43,30.11,29.30,28.83
28,716,44.82,43.60,-3.66,-1.60,13.49,14.38,20.12,20.87,26.75,27.36,22.20,22.69,8.76,12.76,22.97,18.98,14.84,14.63,15.84,17.66,20.43,24.53,21.35,21.55,24.11,25.96,23.08,20.54,22.69,22.61,24.82,24.12,27.36,26.09,27.55,27.45,29.38,27.95,29.97,28.68,31.01,29.45,32.12,30.18,32.96,31.63,34.58,33.42,34.44,33.59,34.73,32.96,34.67,32.99,34.36,33.01,33.95,32.44,32.73,31.30,31.34,30.10,29.59,28.83
29,717,45.41,44.71,-3.65,-2.18,12.15,13.63,18.72,19.98,25.29,26.32,20.96,21.64,11.71,13.63,23.54,18.04,15.54,15.36,16.68,18.60,20.90,25.18,22.16,22.18,25.26,26.68,23.69,23.36,25.40,24.93,26.83,26.13,28.07,27.84,28.11,27.47,28.75,28.16,30.41,30.05,30.66,30.19,32.29,31.39,33.56,33.01,37.23,36.61,36.00,36.33,34.82,33.35,34.60,33.28,34.30,32.87,33.90,32.49,32.83,31.41,31.48,30.27,29.53,29.00
30,718,44.71,43.67,-1.34,-0.24,13.00,14.08,19.67,20.60,26.34,27.12,21.95,22.98,11.54,14.79,22.68,19.73,15.96,15.43,16.51,18.14,21.81,26.18,21.39,22.51,22.83,26.70,22.51,20.98,22.56,22.21,24.95,25.19,26.54,25.88,27.69,26.64,29.36,27.29,29.73,28.33,30.79,29.68,31.69,30.20,32.97,32.49,34.15,33.66,34.70,33.04,34.53,32.75,34.68,33.32,34.22,32.83,33.74,32.46,32.68,31.37,31.66,30.14,29.34,29.16
